-342.319170000	1.689785500		-182.727160000	44.695190000	1.59888880	1.410313100
-345.319990000	1.750979600		-185.727980000	41.694370000	1.63631990	1.441165800
-348.320800000	1.809586100		-188.728790000	38.693560000	1.67240120	1.470914400
-351.321650000	1.865418000		-191.729640000	35.692710000	1.70709550	1.499546700
-354.322520000	1.918287000		-194.730510000	32.691840000	1.74036490	1.527049900
-357.323380000	1.968005200		-197.731370000	29.690980000	1.77217160	1.553411200
-360.324250000	2.014385100		-200.732240000	26.690110000	1.80247820	1.578618100
-363.325130000	2.057238600		-203.733120000	23.689230000	1.83124670	1.602657900
-366.326010000	2.096378200		-206.734000000	20.688350000	1.85843970	1.625518100
-369.326900000	2.131616100		-209.734890000	17.687460000	1.88401950	1.647186100
-372.327760000	2.162764100		-212.735750000	14.686600000	1.90794820	1.667648900
-375.328640000	2.189635000		-215.736630000	11.685720000	1.93018850	1.686894300
-378.095640000	2.210459500		-218.503630000	8.918720000	1.94916680	1.703550000
-380.224100000	2.223802700		-220.632090000	6.790260000	1.96274830	1.715644300
-381.861380000	2.232436800		-222.269370000	5.152980000	1.97258440	1.724519600
-383.120830000	2.238092800		-223.528820000	3.893530000	1.97978470	1.731092100
-384.089640000	2.241850700		-224.497630000	2.924720000	1.98510490	1.735996600
-384.834870000	2.244386200		-225.242860000	2.179490000	1.98906720	1.739679500
-385.408130000	2.246124400		-225.816120000	1.606230000	1.99203770	1.742459200
-385.849100000	2.247335000		-226.257090000	1.165260000	1.99427680	1.744565800
-386.188310000	2.248191000		-226.596300000	0.826050000	1.99597180	1.746167600
-386.449240000	2.248804700		-226.857230000	0.565120000	1.99725950	1.747388600
-386.649950000	2.249250300		-227.057940000	0.364410000	1.99824040	1.748321300
-386.804350000	2.249577300		-227.212340000	0.210010000	1.99898930	1.749034800
-386.923050000	2.249819300		-227.331040000	0.091310000	1.99956170	1.749581100
-387.014360000	2.250000000		-227.422350000	0	2.00000000	1.750000000
